"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_002E","B25031_002M","B25031_003E","B25031_003M","B25031_004E","B25031_004M","B25031_005E","B25031_005M","B25031_006E","B25031_006M","B25031_007E","B25031_007M",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total","Margin of Error!!Median gross rent --!!Total","Estimate!!Median gross rent --!!Total!!No bedroom","Margin of Error!!Median gross rent --!!Total!!No bedroom","Estimate!!Median gross rent --!!Total!!1 bedroom","Margin of Error!!Median gross rent --!!Total!!1 bedroom","Estimate!!Median gross rent --!!Total!!2 bedrooms","Margin of Error!!Median gross rent --!!Total!!2 bedrooms","Estimate!!Median gross rent --!!Total!!3 bedrooms","Margin of Error!!Median gross rent --!!Total!!3 bedrooms","Estimate!!Median gross rent --!!Total!!4 bedrooms","Margin of Error!!Median gross rent --!!Total!!4 bedrooms","Estimate!!Median gross rent --!!Total!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total!!5 or more bedrooms",
"8600000US65761","ZCTA5 65761","583","269","-","**","-","**","638","356","490","280","-","**","-","**",
"8600000US65762","ZCTA5 65762","566","312","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US65764","ZCTA5 65764","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US65766","ZCTA5 65766","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US65767","ZCTA5 65767","613","73","-","**","-","**","538","175","812","172","-","**","-","**",
"8600000US65768","ZCTA5 65768","507","43","-","**","-","**","-","**","513","35","-","**","-","**",
"8600000US65769","ZCTA5 65769","769","67","-","**","225","131","754","322","730","63","1022","286","-","**",
"8600000US65770","ZCTA5 65770","700","117","-","**","515","447","692","55","833","584","-","**","-","**",
"8600000US65771","ZCTA5 65771","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US65772","ZCTA5 65772","710","77","-","**","-","**","639","72","791","45","-","**","-","**",
"8600000US65773","ZCTA5 65773","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US65774","ZCTA5 65774","607","45","-","**","-","**","606","222","611","42","-","**","-","**",
"8600000US65775","ZCTA5 65775","633","28","565","127","441","43","644","31","755","78","728","613","-","**",
"8600000US65777","ZCTA5 65777","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US65778","ZCTA5 65778","606","133","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US65779","ZCTA5 65779","623","165","-","**","282","94","788","463","518","313","-","**","-","**",
"8600000US65781","ZCTA5 65781","829","183","-","**","323","280","723","54","980","109","-","**","-","**",
"8600000US65783","ZCTA5 65783","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US65784","ZCTA5 65784","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US65785","ZCTA5 65785","679","117","-","**","283","86","610","48","765","72","744","383","-","**",
"8600000US65786","ZCTA5 65786","569","308","-","**","404","119","707","419","545","436","-","**","-","**",
"8600000US65787","ZCTA5 65787","900","846","-","**","-","**","1075","318","-","**","-","**","-","**",
"8600000US65788","ZCTA5 65788","343","133","-","**","-","**","343","133","-","**","-","**","-","**",
"8600000US65789","ZCTA5 65789","449","256","-","**","-","**","-","**","769","284","-","**","-","**",
"8600000US65790","ZCTA5 65790","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US65791","ZCTA5 65791","510","69","-","**","361","91","491","79","768","254","-","**","-","**",
"8600000US65793","ZCTA5 65793","490","64","269","32","284","16","524","73","642","115","-","**","-","**",
"8600000US65802","ZCTA5 65802","708","20","522","54","534","43","678","22","893","37","1123","149","830","571",
"8600000US65803","ZCTA5 65803","711","22","595","59","499","53","705","28","885","34","899","87","907","235",
"8600000US65804","ZCTA5 65804","747","31","588","115","541","16","746","32","1042","64","939","121","-","**",
"8600000US65806","ZCTA5 65806","628","20","574","31","535","25","684","22","857","39","808","138","-","**",
"8600000US65807","ZCTA5 65807","798","19","642","50","627","27","798","16","1033","31","1374","78","1319","843",
"8600000US65809","ZCTA5 65809","997","258","-","**","-","**","849","108","750","391","2029","403","-","**",
"8600000US65810","ZCTA5 65810","886","38","1085","878","690","18","855","24","1108","29","1657","269","1163","382",
"8600000US66002","ZCTA5 66002","674","43","448","40","504","104","679","18","869","87","943","93","-","**",
"8600000US66006","ZCTA5 66006","888","141","-","**","-","**","805","61","1093","208","-","**","-","**",
"8600000US66007","ZCTA5 66007","952","102","-","**","837","291","988","106","1049","166","-","**","-","**",
"8600000US66008","ZCTA5 66008","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66010","ZCTA5 66010","523","51","-","**","388","132","548","236","-","**","-","**","-","**",
"8600000US66012","ZCTA5 66012","860","92","231","22","580","95","856","79","1131","47","1125","538","-","**",
"8600000US66013","ZCTA5 66013","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66014","ZCTA5 66014","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66015","ZCTA5 66015","562","29","-","**","-","**","513","154","578","15","-","**","-","**",
"8600000US66016","ZCTA5 66016","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66017","ZCTA5 66017","429","82","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66018","ZCTA5 66018","774","41","-","**","658","79","780","34","911","285","-","**","-","**",
"8600000US66019","ZCTA5 66019","637","349","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66020","ZCTA5 66020","928","155","-","**","533","31","547","154","-","**","-","**","-","**",
"8600000US66021","ZCTA5 66021","938","265","-","**","-","**","772","126","1144","78","1075","197","-","**",
"8600000US66023","ZCTA5 66023","744","149","-","**","413","68","613","272","720","107","852","12","-","**",
"8600000US66024","ZCTA5 66024","576","137","-","**","-","**","560","170","946","355","-","**","-","**",
"8600000US66025","ZCTA5 66025","985","92","-","**","-","**","885","91","1205","100","-","**","-","**",
"8600000US66026","ZCTA5 66026","856","104","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66027","ZCTA5 66027","1643","55","-","**","-","**","-","**","1590","86","1717","61","1970","252",
"8600000US66030","ZCTA5 66030","1060","53","1212","247","825","35","972","49","1330","66","1476","587","-","**",
"8600000US66031","ZCTA5 66031","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66032","ZCTA5 66032","672","103","-","**","233","17","665","120","626","253","913","87","-","**",
"8600000US66033","ZCTA5 66033","591","89","-","**","-","**","567","86","775","454","-","**","-","**",
"8600000US66035","ZCTA5 66035","550","155","-","**","-","**","540","103","753","419","-","**","-","**",
"8600000US66039","ZCTA5 66039","708","570","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66040","ZCTA5 66040","671","100","-","**","413","260","673","167","753","179","-","**","-","**",
"8600000US66041","ZCTA5 66041","621","267","-","**","-","**","-","**","706","129","-","**","-","**",
"8600000US66042","ZCTA5 66042","763","115","-","**","-","**","770","314","-","**","-","**","-","**",
"8600000US66043","ZCTA5 66043","1069","112","1125","55","543","73","903","124","993","247","1725","233","-","**",
"8600000US66044","ZCTA5 66044","815","35","550","141","654","26","852","24","1068","124","1508","500","1528","273",
"8600000US66045","ZCTA5 66045","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66046","ZCTA5 66046","825","30","649","51","761","54","802","52","1093","109","1159","520","-","**",
"8600000US66047","ZCTA5 66047","970","49","789","295","729","38","998","62","1203","65","1318","498","-","**",
"8600000US66048","ZCTA5 66048","851","37","619","48","578","24","797","56","1032","70","1614","160","1795","124",
"8600000US66049","ZCTA5 66049","1007","47","729","241","860","65","996","54","1193","69","1519","293","-","**",
"8600000US66050","ZCTA5 66050","986","504","-","**","-","**","850","192","1313","348","-","**","-","**",
"8600000US66052","ZCTA5 66052","1103","836","-","**","-","**","1564","1487","-","**","1673","287","-","**",
"8600000US66053","ZCTA5 66053","1011","104","-","**","625","549","891","134","1179","104","-","**","-","**",
"8600000US66054","ZCTA5 66054","842","75","-","**","567","99","786","138","961","35","840","89","-","**",
"8600000US66056","ZCTA5 66056","641","40","-","**","608","306","682","29","833","244","-","**","-","**",
"8600000US66058","ZCTA5 66058","570","67","-","**","-","**","438","96","625","101","-","**","-","**",
"8600000US66060","ZCTA5 66060","683","73","-","**","370","39","681","42","795","88","-","**","-","**",
"8600000US66061","ZCTA5 66061","869","35","496","128","664","48","828","33","1159","46","1260","151","-","**",
"8600000US66062","ZCTA5 66062","1072","28","842","25","858","23","1079","35","1270","78","1730","119","1813","120",
"8600000US66064","ZCTA5 66064","768","153","-","**","517","102","640","138","913","179","1230","850","-","**",
"8600000US66066","ZCTA5 66066","834","215","-","**","487","198","630","113","983","139","-","**","-","**",
"8600000US66067","ZCTA5 66067","768","39","616","260","461","100","770","32","904","136","1086","125","-","**",
"8600000US66070","ZCTA5 66070","829","174","-","**","-","**","857","34","-","**","-","**","-","**",
"8600000US66071","ZCTA5 66071","784","61","838","391","558","61","751","115","831","63","-","**","-","**",
"8600000US66072","ZCTA5 66072","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66073","ZCTA5 66073","933","93","-","**","492","356","647","595","930","67","1118","15","-","**",
"8600000US66075","ZCTA5 66075","668","50","-","**","425","231","642","170","686","107","-","**","-","**",
"8600000US66076","ZCTA5 66076","803","200","-","**","-","**","694","154","842","83","-","**","-","**",
"8600000US66078","ZCTA5 66078","726","196","-","**","-","**","-","**","732","227","-","**","-","**",
"8600000US66079","ZCTA5 66079","919","105","-","**","-","**","-","**","922","156","-","**","-","**",
"8600000US66080","ZCTA5 66080","854","159","-","**","-","**","625","114","888","90","943","32","-","**",
"8600000US66083","ZCTA5 66083","909","186","677","636","-","**","902","260","1557","221","-","**","-","**",
"8600000US66085","ZCTA5 66085","1394","274","-","**","-","**","1380","397","-","**","-","**","-","**",
"8600000US66086","ZCTA5 66086","927","261","-","**","629","8","958","87","998","160","1145","324","-","**",
"8600000US66087","ZCTA5 66087","545","94","-","**","392","85","559","116","629","117","-","**","-","**",
"8600000US66088","ZCTA5 66088","591","51","-","**","403","231","625","225","708","201","-","**","-","**",
"8600000US66090","ZCTA5 66090","667","152","-","**","289","146","673","93","881","62","393","117","-","**",
"8600000US66091","ZCTA5 66091","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66092","ZCTA5 66092","728","158","-","**","375","90","733","124","1131","194","-","**","-","**",
"8600000US66093","ZCTA5 66093","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66094","ZCTA5 66094","513","138","-","**","394","314","-","**","588","75","463","273","-","**",
"8600000US66095","ZCTA5 66095","725","463","-","**","-","**","763","94","-","**","950","497","-","**",
"8600000US66097","ZCTA5 66097","566","204","-","**","289","75","570","149","745","241","1115","22","-","**",
"8600000US66101","ZCTA5 66101","662","71","491","75","315","56","677","91","906","59","853","89","1042","666",
"8600000US66102","ZCTA5 66102","814","26","427","52","579","30","840","20","1008","58","1074","76","1256","190",
"8600000US66103","ZCTA5 66103","874","33","634","44","721","33","930","48","1055","69","1347","310","-","**",
"8600000US66104","ZCTA5 66104","901","51","706","90","530","117","847","72","995","55","1260","117","1234","246",
"8600000US66105","ZCTA5 66105","775","66","-","**","625","187","810","218","791","53","1138","39","-","**",
"8600000US66106","ZCTA5 66106","859","59","379","10","469","44","795","71","951","34","1271","183","-","**",
"8600000US66109","ZCTA5 66109","1307","55","-","**","1170","133","1185","85","1385","58","1711","61","-","**",
"8600000US66111","ZCTA5 66111","901","95","617","519","507","137","914","78","1103","72","631","619","-","**",
"8600000US66112","ZCTA5 66112","873","39","687","54","710","26","897","35","1145","49","1089","600","-","**",
"8600000US66115","ZCTA5 66115","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66118","ZCTA5 66118","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66202","ZCTA5 66202","922","24","720","37","825","27","994","39","1151","129","1293","496","-","**",
"8600000US66203","ZCTA5 66203","895","39","625","191","747","36","910","51","1145","93","1169","260","-","**",
"8600000US66204","ZCTA5 66204","1004","42","741","69","850","24","1044","55","1373","62","1350","97","-","**",
"8600000US66205","ZCTA5 66205","1173","65","-","**","790","321","1165","62","1463","440","-","**","-","**",
"8600000US66206","ZCTA5 66206","2041","340","-","**","3031","475","-","**","1816","166","-","**","-","**",
"8600000US66207","ZCTA5 66207","1323","147","734","41","1087","93","1478","115","1175","542","2247","84","-","**",
"8600000US66208","ZCTA5 66208","1413","87","-","**","901","63","1220","88","1546","86","1808","121","-","**",
"8600000US66209","ZCTA5 66209","1199","61","794","245","1022","64","1354","60","1836","286","2164","146","2420","395",
"8600000US66210","ZCTA5 66210","1117","31","1091","156","963","24","1181","45","1407","48","2125","742","-","**",
"8600000US66211","ZCTA5 66211","1248","161","-","**","1203","83","1278","410","1781","1645","-","**","-","**",
"8600000US66212","ZCTA5 66212","995","30","833","49","837","23","1049","45","1373","54","1552","209","1375","583",
"8600000US66213","ZCTA5 66213","1161","27","1009","140","971","24","1240","43","1842","133","2500","282","-","**",
"8600000US66214","ZCTA5 66214","871","20","626","20","795","27","910","32","1160","102","1941","365","-","**",
"8600000US66215","ZCTA5 66215","1041","51","-","**","924","46","998","65","1274","78","1841","285","-","**",
"8600000US66216","ZCTA5 66216","1052","74","-","**","852","45","1053","96","1196","98","-","**","-","**",
"8600000US66217","ZCTA5 66217","1018","76","-","**","890","174","1050","76","-","**","-","**","-","**",
"8600000US66218","ZCTA5 66218","1639","169","-","**","-","**","-","**","1627","202","-","**","-","**",
"8600000US66219","ZCTA5 66219","1157","44","-","**","969","41","1215","66","1587","145","1642","324","-","**",
"8600000US66220","ZCTA5 66220","1302","113","-","**","1064","138","1331","122","1439","1268","-","**","-","**",
"8600000US66221","ZCTA5 66221","1184","47","-","**","1039","61","1345","56","1566","272","1563","1146","2154","1995",
"8600000US66223","ZCTA5 66223","1361","45","1182","148","1096","31","1418","43","1749","63","1877","251","-","**",
"8600000US66224","ZCTA5 66224","1192","67","-","**","1145","190","1172","48","-","**","2179","1485","-","**",
"8600000US66226","ZCTA5 66226","1060","62","-","**","915","31","1088","30","1667","715","2775","294","-","**",
"8600000US66227","ZCTA5 66227","1492","217","-","**","-","**","1573","273","1490","297","-","**","-","**",
"8600000US66401","ZCTA5 66401","663","149","-","**","378","138","654","164","-","**","-","**","-","**",
"8600000US66402","ZCTA5 66402","807","200","594","502","534","66","936","113","862","84","-","**","-","**",
"8600000US66403","ZCTA5 66403","800","185","-","**","-","**","738","261","875","255","-","**","-","**",
"8600000US66404","ZCTA5 66404","473","141","-","**","-","**","-","**","473","114","-","**","-","**",
"8600000US66406","ZCTA5 66406","425","154","-","**","388","138","-","**","-","**","-","**","-","**",
"8600000US66407","ZCTA5 66407","844","562","-","**","-","**","531","15","1088","104","-","**","-","**",
"8600000US66408","ZCTA5 66408","675","403","-","**","405","39","-","**","525","428","-","**","-","**",
"8600000US66409","ZCTA5 66409","866","332","-","**","-","**","-","**","1043","283","-","**","-","**",
"8600000US66411","ZCTA5 66411","581","81","-","**","413","25","585","33","864","739","-","**","-","**",
"8600000US66412","ZCTA5 66412","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66413","ZCTA5 66413","568","138","-","**","391","148","557","140","936","106","-","**","-","**",
"8600000US66414","ZCTA5 66414","661","215","-","**","360","70","556","105","943","72","1054","629","-","**",
"8600000US66415","ZCTA5 66415","450","125","-","**","421","55","275","190","-","**","-","**","-","**",
"8600000US66416","ZCTA5 66416","1294","1146","-","**","-","**","1322","796","-","**","-","**","-","**",
"8600000US66417","ZCTA5 66417","535","236","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66418","ZCTA5 66418","625","313","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66419","ZCTA5 66419","870","702","-","**","-","**","825","138","2125","1321","-","**","-","**",
"8600000US66422","ZCTA5 66422","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66423","ZCTA5 66423","520","110","-","**","430","130","-","**","575","359","-","**","-","**",
"8600000US66424","ZCTA5 66424","556","80","-","**","-","**","519","58","775","154","-","**","-","**",
"8600000US66425","ZCTA5 66425","525","74","-","**","329","30","738","89","536","210","-","**","-","**",
"8600000US66427","ZCTA5 66427","574","18","-","**","513","237","575","20","825","336","-","**","-","**",
"8600000US66428","ZCTA5 66428","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66429","ZCTA5 66429","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66431","ZCTA5 66431","396","216","-","**","-","**","393","198","-","**","-","**","-","**",
"8600000US66432","ZCTA5 66432","712","192","-","**","-","**","710","334","-","**","-","**","-","**",
"8600000US66434","ZCTA5 66434","718","46","-","**","466","31","715","43","880","340","881","223","925","568",
"8600000US66436","ZCTA5 66436","588","94","-","**","427","99","686","201","807","374","1097","120","-","**",
"8600000US66438","ZCTA5 66438","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66439","ZCTA5 66439","533","57","-","**","330","58","553","48","740","67","725","128","938","428",
"8600000US66440","ZCTA5 66440","748","128","-","**","-","**","705","110","1125","574","-","**","-","**",
"8600000US66441","ZCTA5 66441","940","38","825","71","580","148","899","58","1219","90","1455","259","1223","892",
"8600000US66442","ZCTA5 66442","1215","38","1101","235","1346","1069","1130","57","1180","38","1407","52","1346","249",
"8600000US66449","ZCTA5 66449","809","284","-","**","-","**","819","188","-","**","-","**","-","**",
"8600000US66451","ZCTA5 66451","817","236","-","**","388","80","719","142","1115","289","-","**","-","**",
"8600000US66501","ZCTA5 66501","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66502","ZCTA5 66502","869","25","743","80","700","34","868","29","1074","69","1546","134","1296","470",
"8600000US66503","ZCTA5 66503","1064","48","1143","138","903","69","1008","52","1388","153","1741","17","1159","440",
"8600000US66506","ZCTA5 66506","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66507","ZCTA5 66507","635","421","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66508","ZCTA5 66508","568","67","-","**","452","152","602","86","745","265","-","**","-","**",
"8600000US66509","ZCTA5 66509","743","96","-","**","-","**","709","88","725","251","1034","117","-","**",
"8600000US66510","ZCTA5 66510","608","91","-","**","-","**","579","56","673","68","-","**","-","**",
"8600000US66512","ZCTA5 66512","727","18","-","**","-","**","690","76","730","20","-","**","-","**",
"8600000US66514","ZCTA5 66514","693","175","442","54","-","**","685","40","1057","327","-","**","-","**",
"8600000US66515","ZCTA5 66515","625","123","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66516","ZCTA5 66516","500","107","-","**","-","**","-","**","379","55","-","**","-","**",
"8600000US66517","ZCTA5 66517","938","204","-","**","-","**","670","294","1125","441","1301","192","-","**",
"8600000US66518","ZCTA5 66518","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66520","ZCTA5 66520","912","510","-","**","-","**","931","190","-","**","-","**","-","**",
"8600000US66521","ZCTA5 66521","588","170","-","**","-","**","603","74","731","345","940","102","-","**",
"8600000US66522","ZCTA5 66522","845","151","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66523","ZCTA5 66523","608","147","-","**","414","50","686","86","784","31","1065","334","-","**",
"8600000US66524","ZCTA5 66524","900","224","-","**","550","361","904","260","813","240","-","**","-","**",
"8600000US66526","ZCTA5 66526","847","85","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66527","ZCTA5 66527","592","57","-","**","-","**","600","151","490","145","775","128","-","**",
"8600000US66528","ZCTA5 66528","648","289","-","**","-","**","617","109","1125","621","-","**","-","**",
"8600000US66531","ZCTA5 66531","1045","601","-","**","471","217","675","363","1339","91","1464","209","-","**",
"8600000US66532","ZCTA5 66532","1000","320","-","**","-","**","644","148","975","810","-","**","-","**",
"8600000US66533","ZCTA5 66533","895","314","-","**","-","**","775","235","1150","204","1180","120","-","**",
"8600000US66534","ZCTA5 66534","675","23","-","**","589","120","638","125","742","30","755","137","925","181",
"8600000US66535","ZCTA5 66535","845","206","-","**","-","**","643","530","866","221","838","142","-","**",
"8600000US66536","ZCTA5 66536","709","141","-","**","434","49","643","207","838","268","-","**","-","**",
"8600000US66537","ZCTA5 66537","875","581","-","**","-","**","725","485","1000","140","-","**","-","**",
"8600000US66538","ZCTA5 66538","531","178","-","**","413","25","493","139","790","66","-","**","-","**",
"8600000US66539","ZCTA5 66539","652","100","525","423","425","226","725","168","1281","479","-","**","-","**",
"8600000US66540","ZCTA5 66540","714","350","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66541","ZCTA5 66541","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66542","ZCTA5 66542","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66543","ZCTA5 66543","860","117","-","**","-","**","805","72","1603","1024","-","**","-","**",
"8600000US66544","ZCTA5 66544","571","73","-","**","-","**","571","73","-","**","-","**","-","**",
"8600000US66546","ZCTA5 66546","588","469","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66547","ZCTA5 66547","788","107","-","**","-","**","781","157","920","329","1340","182","-","**",
"8600000US66548","ZCTA5 66548","638","75","-","**","525","272","717","530","807","242","-","**","-","**",
"8600000US66549","ZCTA5 66549","606","143","271","131","-","**","589","75","831","115","-","**","-","**",
"8600000US66550","ZCTA5 66550","700","148","-","**","-","**","905","231","-","**","667","134","-","**",
"8600000US66552","ZCTA5 66552","600","126","-","**","-","**","567","122","733","164","-","**","-","**",
"8600000US66554","ZCTA5 66554","825","145","-","**","-","**","875","269","775","256","-","**","-","**",
"8600000US66603","ZCTA5 66603","615","59","425","342","590","175","729","146","647","346","-","**","1458","757",
"8600000US66604","ZCTA5 66604","808","37","645","58","565","32","879","34","995","75","1033","284","1031","483",
"8600000US66605","ZCTA5 66605","781","56","-","**","564","125","673","78","931","85","1111","62","-","**",
"8600000US66606","ZCTA5 66606","794","56","962","127","655","49","757","70","1019","144","1047","109","-","**",
"8600000US66607","ZCTA5 66607","705","134","-","**","441","108","624","48","782","68","1048","91","-","**",
"8600000US66608","ZCTA5 66608","819","25","479","191","540","223","803","41","876","107","978","123","-","**",
"8600000US66609","ZCTA5 66609","774","79","-","**","763","194","657","57","1001","196","1198","659","-","**",
"8600000US66610","ZCTA5 66610","1577","743","-","**","-","**","-","**","1477","999","-","**","-","**",
"8600000US66611","ZCTA5 66611","846","50","-","**","711","70","825","51","944","35","1089","127","-","**",
"8600000US66612","ZCTA5 66612","469","75","248","42","442","106","825","108","718","570","-","**","-","**",
"8600000US66614","ZCTA5 66614","831","31","727","47","680","21","847","24","1146","75","1118","302","1100","716",
"8600000US66615","ZCTA5 66615","933","61","793","409","829","33","1092","39","938","67","-","**","-","**",
"8600000US66616","ZCTA5 66616","724","58","-","**","530","199","767","38","742","213","-","**","-","**",
"8600000US66617","ZCTA5 66617","867","36","-","**","665","124","858","44","1051","177","-","**","-","**",
"8600000US66618","ZCTA5 66618","901","185","-","**","701","130","799","122","974","595","-","**","-","**",
"8600000US66619","ZCTA5 66619","1058","73","-","**","-","**","802","99","1019","93","1291","143","-","**",
"8600000US66621","ZCTA5 66621","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66622","ZCTA5 66622","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66701","ZCTA5 66701","621","71","557","138","422","77","665","72","828","83","784","44","-","**",
"8600000US66710","ZCTA5 66710","700","140","-","**","-","**","-","**","817","250","-","**","-","**",
"8600000US66711","ZCTA5 66711","525","81","-","**","-","**","544","237","-","**","-","**","-","**",
"8600000US66712","ZCTA5 66712","570","124","283","241","292","113","684","62","713","133","-","**","-","**",
"8600000US66713","ZCTA5 66713","613","142","380","81","288","27","716","65","803","323","-","**","-","**",
"8600000US66714","ZCTA5 66714","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66716","ZCTA5 66716","658","83","-","**","-","**","650","48","-","**","-","**","-","**",
"8600000US66717","ZCTA5 66717","550","161","-","**","-","**","-","**","575","242","-","**","-","**",
"8600000US66720","ZCTA5 66720","593","39","-","**","395","48","581","24","730","32","859","18","-","**",
"8600000US66724","ZCTA5 66724","667","287","-","**","-","**","615","39","883","91","-","**","-","**",
"8600000US66725","ZCTA5 66725","559","42","-","**","524","51","581","303","534","230","-","**","-","**",
"8600000US66728","ZCTA5 66728","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66732","ZCTA5 66732","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66733","ZCTA5 66733","684","35","-","**","343","20","671","18","782","32","818","188","-","**",
"8600000US66734","ZCTA5 66734","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66735","ZCTA5 66735","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66736","ZCTA5 66736","744","57","-","**","625","168","566","32","810","85","-","**","949","19",
"8600000US66738","ZCTA5 66738","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66739","ZCTA5 66739","748","55","-","**","285","194","711","104","788","46","834","100","-","**",
"8600000US66740","ZCTA5 66740","770","76","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66741","ZCTA5 66741","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66743","ZCTA5 66743","817","67","-","**","350","112","835","92","835","101","870","289","-","**",
"8600000US66746","ZCTA5 66746","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66748","ZCTA5 66748","553","148","-","**","459","310","579","79","669","441","-","**","-","**",
"8600000US66749","ZCTA5 66749","654","55","541","210","378","179","670","28","689","62","445","130","-","**",
"8600000US66751","ZCTA5 66751","638","135","-","**","-","**","739","26","675","193","-","**","-","**",
"8600000US66753","ZCTA5 66753","469","44","-","**","308","67","-","**","556","112","-","**","-","**",
"8600000US66754","ZCTA5 66754","1109","67","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66755","ZCTA5 66755","518","43","-","**","429","64","533","67","750","614","-","**","-","**",
"8600000US66756","ZCTA5 66756","303","211","-","**","315","28","-","**","-","**","-","**","-","**",
"8600000US66757","ZCTA5 66757","568","108","-","**","342","124","615","28","563","237","937","81","-","**",
"8600000US66758","ZCTA5 66758","494","301","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66760","ZCTA5 66760","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66761","ZCTA5 66761","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66762","ZCTA5 66762","724","23","690","94","521","63","713","28","933","45","921","62","-","**",
"8600000US66763","ZCTA5 66763","779","87","-","**","531","390","724","39","893","135","877","168","-","**",
"8600000US66767","ZCTA5 66767","517","323","-","**","538","203","663","203","763","245","-","**","-","**",
"8600000US66769","ZCTA5 66769","-","**","-","**","456","290","-","**","-","**","-","**","-","**",
"8600000US66770","ZCTA5 66770","613","33","-","**","-","**","615","26","613","118","-","**","-","**",
"8600000US66771","ZCTA5 66771","565","72","-","**","550","122","513","130","817","103","-","**","-","**",
"8600000US66772","ZCTA5 66772","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66773","ZCTA5 66773","925","186","-","**","-","**","919","244","-","**","-","**","-","**",
"8600000US66775","ZCTA5 66775","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66776","ZCTA5 66776","652","136","-","**","-","**","541","70","786","130","-","**","-","**",
"8600000US66777","ZCTA5 66777","413","135","-","**","-","**","450","180","-","**","-","**","-","**",
"8600000US66778","ZCTA5 66778","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US66779","ZCTA5 66779","471","80","-","**","356","222","783","34","619","163","-","**","-","**",
"8600000US66780","ZCTA5 66780","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
